Name,Country,Users,Purpose,Orbit_Class,Period_min,Launch_Date,Launch_Site,Launch_Vehicle
Nilesat 201,Egypt,Government,Communications,GEO,1436.23,04-08-2010,Guiana Space Center,Ariane 5
Nimiq 2,Canada,Commercial,Communications,GEO,1436.08,29-12-2002,Baikonur Cosmodrome,Proton
Nimiq 4,Canada,Commercial,Communications,GEO,1436.1,19-09-2008,Baikonur Cosmodrome,Proton
Nimiq 5,Canada,Commercial,Communications,GEO,1436.1,17-09-2009,Baikonur Cosmodrome,Breeze M
Nimiq 6,Canada,Commercial,Communications,GEO,1436.09,18-05-2012,Baikonur Cosmodrome,Breeze M
Ningxia-1 01,China,Commercial,Earth Observation,LEO,102.8,13-11-2019,Taiyuan Launch Center,Long March 6
Ningxia-1 02,China,Commercial,Earth Observation,LEO,102.8,13-11-2019,Taiyuan Launch Center,Long March 6
Ningxia-1 03,China,Commercial,Earth Observation,LEO,102.8,13-11-2019,Taiyuan Launch Center,Long March 6
Ningxia-1 04,China,Commercial,Earth Observation,LEO,102.8,13-11-2019,Taiyuan Launch Center,Long March 6
Ningxia-1 05,China,Commercial,Earth Observation,LEO,102.8,13-11-2019,Taiyuan Launch Center,Long March 6
NIUSat,India,Civil,Technology Development,LEO,94.5,22-06-2017,Satish Dhawan Space Centre,PSLV
NOAA-15,USA,Government,Earth Observation,LEO,101,13-05-1998,Vandenberg AFB,Titan 2
NOAA-18,USA,Government,Earth Observation,LEO,102,20-05-2005,Vandenberg AFB,Delta 2
NOAA-19,USA,Government,Earth Observation,LEO,102,06-02-2009,Vandenberg AFB,Delta 2
NOAA-20,USA,Government,Earth Observation,LEO,101.2,18-11-2017,Vandenberg AFB,Delta 2
NOOR,Iran,Military,Earth Observation,LEO,93.1,21-04-2020,Shahroud Missile Base,Qased
NOOR-1A,USA,Commercial,Technology Development,LEO,92.01,06-12-2019,Rocket Lab Launch Complex 1,Electron
Norbi,Russia,Civil,Space Science,LEO,95.8,28-09-2020,Plesetsk Cosmodrome,Soyuz 2.1a
NorSat-1,Norway,Government,Earth Science/Earth Observation,LEO,96.5,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
NorSat-2,Norway,Government,Earth Observation,LEO,96.5,14-07-2017,Baikonur Cosmodrome,Soyuz 2.1a
NovaSAR-1,United Kingdom,Government/Commercial,Earth Observation,LEO,96,16-09-2018,Satish Dhawan Space Centre,PSLV
NPP,USA,Government,Earth Observation,LEO,101.4,28-10-2011,Vandenberg AFB,Delta 2
NPSat-1,USA,Civil/Military,Technology Development,LEO,99,25-06-2019,Cape Canaveral,Falcon Heavy
USA 301,USA,Military,Unknown,LEO,96.5,13-06-2020,Rocket Lab Launch Complex 1,Electron
USA 302,USA,Military,Unknown,LEO,96.5,13-06-2020,Rocket Lab Launch Complex 1,Electron
USA 303,USA,Military,Unknown,LEO,96.5,13-06-2020,Rocket Lab Launch Complex 1,Electron
USA 305,USA,Military,Earth Observation,LEO,96.15,15-07-2020,Wallops Island Flight Facility,Minotaur 4
USA 306,USA,Military,Earth Observation,LEO,96.15,15-07-2020,Wallops Island Flight Facility,Minotaur 4
USA 307,USA,Military,Earth Observation,LEO,95.15,15-07-2020,Wallops Island Flight Facility,Minotaur 4
USA 308,USA,Military,Earth Observation,LEO,96.15,15-07-2020,Wallops Island Flight Facility,Minotaur 4
USA 294,USA,Military,Technology Development,LEO,96.4,31-01-2020,Rocket Lab Launch Complex 1,Electron
USA 276,USA,Military,Technology Development,LEO,90.52,01-05-2017,Cape Canaveral,Falcon 9
NSLSat-1,Israel,Commercial,Technology Development,LEO,95.2,05-07-2019,Vostochny Cosmodrome,Soyuz 2.1b
NSS-10,Netherlands,Commercial,Communications,GEO,1436.1,03-02-2005,Baikonur Cosmodrome,Proton/Breeze M
NSS-11,Netherlands,Commercial,Communications,GEO,1436.15,02-10-2000,Baikonur Cosmodrome,Proton K
NSS-12,Netherlands,Commercial,Communications,GEO,1436.08,29-10-2009,Guiana Space Center,Ariane 5
NSS-5,Netherlands,Commercial,Communications,GEO,1436.08,23-09-1997,Guiana Space Center,Ariane 42L
NSS-6,Netherlands,Commercial,Communications,GEO,1436.12,17-12-2002,Guiana Space Center,Ariane 4
NSS-7,Netherlands,Commercial,Communications,GEO,1436.12,16-04-2002,Guiana Space Center,Ariane 42L
NSS-9,Netherlands,Commercial,Communications,GEO,1436.17,11-02-2009,Guiana Space Center,Ariane 5 ECA
NUDTSat,China,Military,Earth Science,LEO,94.7,23-06-2017,Satish Dhawan Space Centre,PSLV
Nusantara Satu (PSN-6),Indonesia,Commercial,Communications,GEO,1436.1,21-02-2019,Cape Canaveral,Falcon 9
ÑuSat-1,Argentina,Commercial,Earth Observation,LEO,94.41,29-05-2016,Taiyuan Launch Center,Long March 4B
ÑuSat-10,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-11,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-12,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-13,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-14,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-15,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-16,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-17,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-18,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
ÑuSat-2 ,Argentina,Commercial,Earth Observation,LEO,94.41,29-05-2016,Taiyuan Launch Center,Long March 4B
ÑuSat-3 ,Argentina,Commercial,Earth Observation,LEO,95.44,15-06-2017,Jiuquan Satellite Launch Center,Long March 4B
ÑuSat-4,Argentina,Commercial,Earth Observation,LEO,94.5,02-02-2018,Jiuquan Satellite Launch Center,Long March 2D
ÑuSat-5,Argentina,Commercial,Earth Observation,LEO,94.5,02-02-2018,Jiuquan Satellite Launch Center,Long March 2D
ÑuSat-6 ,Argentina,Commercial,Earth Observation,LEO,94.5,02-09-2020,Guiana Space Center,Vega
ÑuSat 7,Argentina,Commercial,Earth Observation,LEO,94.2,15-01-2020,Taiyuan Launch Center,Long March 2D
ÑuSat 8,Argentina,Commercial,Earth Observation,LEO,94.2,15-01-2020,Taiyuan Launch Center,Long March 2D
ÑuSat-9,Argentina,Commercial,Earth Observation,LEO,94,06-11-2020,Taiyuan Launch Center,Long March 6
NuSTAR,USA,Government,Space Science,LEO,97.2,13-06-2012,Kwajalein Island,Pegasus XL
USA 219,USA,Government/Civil,Space Science,LEO,97.48,20-11-2010,Kodiak Launch Complex,Minotaur 4
O3b FM02,United Kingdom,Commercial,Communications,MEO,287.93,25-06-2013,Guiana Space Center,Soyuz-ST
O3b FM03,United Kingdom,Commercial,Communications,MEO,287.92,10-07-2014,Guiana Space Center,Soyuz-ST-B
O3b FM04,United Kingdom,Commercial,Communications,MEO,287.93,25-06-2013,Guiana Space Center,Soyuz-ST
O3b FM05,United Kingdom,Commercial,Communications,MEO,287.94,25-06-2013,Guiana Space Center,Soyuz-ST
O3b FM06,United Kingdom,Commercial,Communications,MEO,281.15,10-07-2014,Guiana Space Center,Soyuz-ST-B
O3b FM07,United Kingdom,Commercial,Communications,MEO,281.08,10-07-2014,Guiana Space Center,Soyuz-ST-B
O3b FM08,United Kingdom,Commercial,Communications,MEO,280.87,10-07-2014,Guiana Space Center,Soyuz-ST-B
O3b FM09,United Kingdom,Commercial,Communications,MEO,287.93,18-12-2014,Guiana Space Center,Soyuz-ST-B
O3b FM10,United Kingdom,Commercial,Communications,MEO,287.93,18-12-2014,Guiana Space Center,Soyuz-ST-B
O3b FM11,United Kingdom,Commercial,Communications,MEO,287.93,18-12-2014,Guiana Space Center,Soyuz-ST-B
O3b FM12,United Kingdom,Commercial,Communications,MEO,287.93,18-12-2014,Guiana Space Center,Soyuz-ST-B
O3b FM13,United Kingdom,Commercial,Communications,MEO,287.92,09-03-2018,Guiana Space Center,Soyuz-2.1b
O3b FM14,United Kingdom,Commercial,Communications,MEO,287.92,09-03-2018,Guiana Space Center,Soyuz-2.1b
O3b FM15,United Kingdom,Commercial,Communications,MEO,287.92,09-03-2018,Guiana Space Center,Soyuz-2.1b
O3b FM16,United Kingdom,Commercial,Communications,MEO,287.92,09-03-2018,Guiana Space Center,Soyuz-2.1b
O3b FM17,United Kingdom,Commercial,Communications,MEO,281.17,04-04-2019,Guiana Space Center,Soyuz-ST-B
O3b FM18,United Kingdom,Commercial,Communications,MEO,281.02,04-04-2019,Guiana Space Center,Soyuz-ST-B
O3b FM19,United Kingdom,Commercial,Communications,MEO,280.86,04-04-2019,Guiana Space Center,Soyuz-ST-B
O3b FM20,United Kingdom,Commercial,Communications,MEO,280.73,04-04-2019,Guiana Space Center,Soyuz-ST-B
O3b PFM,United Kingdom,Commercial,Communications,MEO,287.93,25-06-2013,Guiana Space Center,Soyuz-ST
OCO 2,USA,Government,Earth Observation,LEO,98.83,02-07-2014,Vandenberg AFB,Delta 2
Oculus ASR,USA,Military,Technology Development,Elliptical,96.2,25-06-2019,Cape Canaveral,Falcon Heavy
Odin,Sweden,Government,Earth Observation,LEO,96.1,20-02-2001,Svobodny Cosmodrome,Start 1
Ofeq 10,Israel,Military,Earth Observation,LEO,94.47,09-04-2014,Palmachim Launch Complex ,Shavit
Ofeq 11,Israel,Military,Earth Observation,LEO,94.4,13-09-2016,Palmachim Launch Complex ,Shavit
Ofeq 16,Israel,Military,Earth Observation,LEO,93.9,06-07-2020,Palmachim Launch Complex ,Shavit 2
Ofeq 5,Israel,Military,Earth Observation,LEO,95.97,28-05-2002,Palmachim Launch Complex ,Shavit
Ofeq 7,Israel,Military,Earth Observation,LEO,93.75,10-06-2007,Palmachim Launch Complex ,Shavit
Ofeq 9,Israel,Military,Earth Observation,LEO,93.91,22-06-2010,Palmachim Launch Complex ,Shavit
OneWeb-0006,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0007,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0008,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0010,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0011,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0012,United Kingdom,Commercial,Communications,LEO,105.2,27-02-2019,Guiana Space Center,Soyuz ST-B
OneWeb-0013,United Kingdom,Commercial,Communications,LEO,93.5,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0017,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0018,United Kingdom,Commercial,Communications,LEO,94,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0019,United Kingdom,Commercial,Communications,LEO,95.9,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0020,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0021,United Kingdom,Commercial,Communications,LEO,93.5,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0022,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0023,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0024,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0025,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0026,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0027,United Kingdom,Commercial,Communications,LEO,93.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0028,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0029,United Kingdom,Commercial,Communications,LEO,94.6,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0031,United Kingdom,Commercial,Communications,LEO,93.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0032,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0033,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0034,United Kingdom,Commercial,Communications,LEO,94.9,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0035,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0036,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0037,United Kingdom,Commercial,Communications,LEO,94.2,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0038,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0039,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0040,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0041,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0042,United Kingdom,Commercial,Communications,LEO,94.4,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0043,United Kingdom,Commercial,Communications,LEO,93.9,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0044,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0045,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0046,United Kingdom,Commercial,Communications,LEO,94.7,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0047,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0048,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0049,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0050,United Kingdom,Commercial,Communications,LEO,94.4,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0051,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0052,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0053,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0054,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0055,United Kingdom,Commercial,Communications,LEO,94.4,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0056,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0057,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0058,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0059,United Kingdom,Commercial,Communications,LEO,93.6,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0060,United Kingdom,Commercial,Communications,LEO,96.5,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0061,United Kingdom,Commercial,Communications,LEO,94.4,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0062,United Kingdom,Commercial,Communications,LEO,93.7,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0063,United Kingdom,Commercial,Communications,LEO,94.6,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0064,United Kingdom,Commercial,Communications,LEO,93.9,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0065,United Kingdom,Commercial,Communications,LEO,93.8,06-02-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0066,United Kingdom,Commercial,Communications,LEO,93.5,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0067,United Kingdom,Commercial,Communications,LEO,93.6,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0068,United Kingdom,Commercial,Communications,LEO,94.7,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0069,United Kingdom,Commercial,Communications,LEO,93.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0080,United Kingdom,Commercial,Communications,LEO,93.6,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0081,United Kingdom,Commercial,Communications,LEO,93.7,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0082,United Kingdom,Commercial,Communications,LEO,94.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0083,United Kingdom,Commercial,Communications,LEO,94,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0085,United Kingdom,Commercial,Communications,LEO,94,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0086,United Kingdom,Commercial,Communications,LEO,96.2,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0087,United Kingdom,Commercial,Communications,LEO,95.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0088,United Kingdom,Commercial,Communications,LEO,96.6,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0090,United Kingdom,Commercial,Communications,LEO,93.7,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0092,United Kingdom,Commercial,Communications,LEO,94.1,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0093,United Kingdom,Commercial,Communications,LEO,94,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0094,United Kingdom,Commercial,Communications,LEO,94.8,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0095,United Kingdom,Commercial,Communications,LEO,94,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0096,United Kingdom,Commercial,Communications,LEO,94.2,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0098,United Kingdom,Commercial,Communications,LEO,94.3,21-03-2020,Baikonur Cosmodrome,Soyuz-2.1b
OneWeb-0102,United Kingdom,Commercial,Communications,LEO,94.3,18-12-2020,Vostochny Cosmodrome,Soyuz-2.1b
OneWeb-0109 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0110 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0111 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0114 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0117 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0118 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0119 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0120 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0121 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0122 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0123 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0124 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0125 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0126 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0127 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0128 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0129 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0130 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0131 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0132 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0133 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0134 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0135 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0136 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0137 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0138 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0139 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0140 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0141 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0142 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0143 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0144 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0145 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0146 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OneWeb-0147 ,United Kingdom,Commercial,Communications,LEO,93.5,18-12-2020,Vostochny Cosmodrome,Soyuz 2-1b
OPS-Sat,ESA,Government,Technology Development,LEO,95.02,18-12-2019,Guiana Space Center,Soyuz
OPTOS,Spain,Government,Technology Development,LEO,98.7,21-11-2013,Dombarovsky Air Base,Dnepr
Optsat-3000,Italy,Military,Earth Observation,LEO,93.5,01-08-2017,Guiana Space Center,Vega
Optus 10,Australia,Commercial,Communications,GEO,1436.11,11-09-2014,Guiana Space Center,Ariane 5 ECA
Optus and Defence C1,Australia,Military/Commercial,Communications,GEO,1436.08,12-06-2003,Guiana Space Center,Ariane 5G
Optus D1,Australia,Commercial,Communications,GEO,1436.08,13-10-2006,Guiana Space Center,Ariane 5 ECA
Optus D2,Australia,Commercial,Communications,GEO,1436.1,05-10-2007,Guiana Space Center,Ariane 5
Optus D3,Australia,Commercial,Communications,GEO,1436.04,21-08-2009,Guiana Space Center,Ariane 5
ORBCOMM FM-10,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-11,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-12,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-13,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-14,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-15,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-18,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-19,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-20,USA,Commercial,Communications,LEO,100.7,02-08-1998,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-21,USA,Commercial,Communications,LEO,101.21,23-09-1998,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-23,USA,Commercial,Communications,LEO,100.7,23-09-1998,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-27,USA,Commercial,Communications,LEO,100.7,23-09-1998,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-30,USA,Commercial,Communications,LEO,100.7,04-12-1999,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-31,USA,Commercial,Communications,LEO,100.7,04-12-1999,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-32,USA,Commercial,Communications,LEO,100.7,04-12-1999,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-35,USA,Commercial,Communications,LEO,100.7,04-12-1999,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-36,USA,Commercial,Communications,LEO,100.7,04-12-1999,Wallops Island Flight Facility,Pegasus XL
ORBCOMM FM-4,USA,Commercial,Communications,LEO,100.9,10-02-1998,Vandenberg AFB,Taurus
ORBCOMM FM-5,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-6,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-7,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-8,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
ORBCOMM FM-9,USA,Commercial,Communications,LEO,100.3,23-12-1997,Wallops Island Flight Facility,Pegasus
