Name,Country,Users,Purpose,Orbit_Class,Period_min,Launch_Date,Launch_Site,Launch_Vehicle
GATOSS,Denmark,Commercial,Technology Development,LEO,98.9,21-11-2013,Dombarovsky Air Base,Dnepr
GCOM-C,Japan,Government,Earth Observation,LEO,100.69,22-12-2017,Tanegashima Space Center,H2A
GEARRSAT-2,USA,Government,Technology Development,LEO,95,20-05-2015,Cape Canaveral,Atlas 5
GECAM-A,China,Government,Space Science,LEO,96.6,09-12-2020,Xichang Satellite Launch Center,Long March 11
GECAM-B,China,Government,Space Science,LEO,96.6,09-12-2020,Xichang Satellite Launch Center,Long March 11
Genesis-1,USA,Commercial,Technology Development,LEO,95.6,12-07-2006,Dombarovsky Air Base,Dnepr
Genesis-2,USA,Commercial,Technology Development,LEO,95.6,28-06-2007,Dombarovsky Air Base,Dnepr
Cosmos 2517,Russia,Military,Earth Science,LEO,104.03,05-06-2016,Plesetsk Cosmodrome,Rokot
Cosmos 2540,Russia,Military,Earth Science,LEO,103.9,30-08-2019,Plesetsk Cosmodrome,Rokot
GeoEye-1,USA,Government/Commercial,Earth Observation,LEO,98.3,06-09-2008,Vandenberg AFB,Delta 2
GEO-Kompsat-2A,South Korea,Government,Earth Observation,GEO,1436.04,04-12-2018,Guiana Space Center,Ariane 5
GEO-Kompsat-2B,South Korea,Government,Earth Observation,GEO,1436.13,18-02-2020,Guiana Space Center,Ariane 5
Geomagnetic Tail Laboratory (Geotail),Multinational,Government,Space Science,Elliptical,"2,474.83",24-07-1992,Cape Canaveral,Delta 2
GHGSat-C1,Canada,Commercial,Earth Science,LEO,94.50,02-09-2020,Guiana Space Center,Vega
GHGSat-D,Canada,Commercial,Earth Science,LEO,94.70,22-06-2016,Satish Dhawan Space Centre,PSLV XL
GCOM-1,USA/Japan,Government,Earth Observation,LEO,98.80,17-05-2012,Tanegashima Space Center,H2A
Globalstar FM37,USA,Commercial,Communications,LEO,114.1,15-03-1999,Baikonur Cosmodrome,Soyuz U
Globalstar M065,USA,Commercial,Communications,LEO,114.1,29-05-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M066,USA,Commercial,Communications,LEO,114.1,20-10-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M067,USA,Commercial,Communications,LEO,114.1,20-10-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M069,USA,Commercial,Communications,LEO,114.1,29-05-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M070,USA,Commercial,Communications,LEO,114.1,20-10-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M071,USA,Commercial,Communications,LEO,114.1,29-05-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M072,USA,Commercial,Communications,LEO,114.1,29-05-2007,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M073,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M074,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M075,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M076,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M077,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M078,USA,Commercial,Communications,LEO,114.08,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M079,USA,Commercial,Communications,LEO,114.1,19-10-2010,Baikonur Cosmodrome,Soyuz-Fregat
Globalstar M080,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M081,USA,Commercial,Communications,LEO,114.1,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M082,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M083,USA,Commercial,Communications,LEO,114.1,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M084,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M085,USA,Commercial,Communications,LEO,114.1,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M086,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M088,USA,Commercial,Communications,LEO,114.1,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M089,USA,Commercial,Communications,LEO,118.2,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M090,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M091,USA,Commercial,Communications,LEO,114.1,13-07-2011,Baikonur Cosmodrome,Soyuz 2.1a
Globalstar M092,USA,Commercial,Communications,LEO,114.1,28-12-2011,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
Globalstar M093,USA,Commercial,Communications,LEO,113.35,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M094,USA,Commercial,Communications,LEO,103.44,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M095,USA,Commercial,Communications,LEO,114.08,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M096,USA,Commercial,Communications,LEO,103.48,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Globalstar M097,USA,Commercial,Communications,LEO,113.96,06-02-2013,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
Cosmos 2471,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.78,26-02-2011,Plesetsk Cosmodrome,Soyuz 2
Cosmos 2501,Russia,Military/Commercial,Navigation/Global Positioning,MEO,676.15,01-12-2014,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2547,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.5,25-10-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2425,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.75,25-12-2006,Baikonur Cosmodrome,Proton K
Cosmos 2426,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.75,25-12-2006,Baikonur Cosmodrome,Proton K
Cosmos 2432,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.83,26-10-2007,Baikonur Cosmodrome,Proton K
Cosmos 2433,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.67,26-10-2007,Baikonur Cosmodrome,Proton K
Cosmos 2434,Russia,Military/Commercial,Navigation/Global Positioning,MEO,680.91,25-12-2007,Baikonur Cosmodrome,Proton M
Cosmos 2436,Russia,Military/Commercial,Navigation/Global Positioning,MEO,680.75,25-12-2007,Baikonur Cosmodrome,Proton M
Cosmos 2456,Russia,Military/Commercial,Navigation/Global Positioning,MEO,681.53,14-12-2009,Baikonur Cosmodrome,Proton M
Cosmos 2459,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.85,01-03-2010,Baikonur Cosmodrome,Proton M
Cosmos 2460,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.81,01-03-2010,Baikonur Cosmodrome,Proton M
Cosmos 2457,Russia,Military/Commercial,Navigation/Global Positioning,MEO,670.47,14-12-2009,Baikonur Cosmodrome,Proton M
Cosmos 2461,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.81,01-03-2010,Baikonur Cosmodrome,Proton M
Cosmos 2464,Russia,Military/Commercial,Navigation/Global Positioning,MEO,671.2,02-09-2010,Baikonur Cosmodrome,Proton M
Cosmos 2474,Russia,Military/Commercial,Navigation/Global Positioning,MEO,676.2,02-10-2011,Plesetsk Cosmodrome,Soyuz 2
Cosmos 2476,Russia,Military/Commercial,Navigation/Global Positioning,MEO,677.46,04-11-2011,Baikonur Cosmodrome,Proton M
Cosmos 2477,Russia,Military/Commercial,Navigation/Global Positioning,MEO,677.5,04-11-2011,Baikonur Cosmodrome,Proton M
Cosmos 2475,Russia,Military/Commercial,Navigation/Global Positioning,MEO,677.54,04-11-2011,Baikonur Cosmodrome,Proton M
Cosmos 2485,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.73,26-04-2013,Plesetsk Cosmodrome,Soyuz 2
Cosmos 2514,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.75,07-02-2016,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2522,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.75,22-09-2017,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2516,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.49,29-05-2016,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2500,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.73,14-06-2014,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2527,Russia,Military/Commercial,Navigation/Global Positioning,MEO,676.03,18-06-2018,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2529,Russia,Military/Commercial,Navigation/Global Positioning,MEO,767.2,03-11-2018,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2534,Russia,Military/Commercial,Navigation/Global Positioning,MEO,675.7,27-05-2019,Plesetsk Cosmodrome,Soyuz 2.1b
Cosmos 2544,Russia,Military/Commercial,Navigation/Global Positioning,MEO,673.1,11-12-2019,Plesetsk Cosmodrome,Soyuz 2.1a
Cosmos 2545,Russia,Military/Commercial,Navigation/Global Positioning,MEO,676.2,16-02-2020,Plesetsk Cosmodrome,Soyuz 2.1b
GNOMES-1,USA,Commercial,Earth Science,LEO,96.7,30-08-2020,Cape Canaveral,Falcon 9
GOES-13,USA,Military,Earth Observation,GEO,1436,24-05-2006,Cape Canaveral,Delta 4
GOES-14,USA,Government,Earth Observation,GEO,1436,27-06-2009,Cape Canaveral,Delta 4
GOES-15,USA,Government,Earth Observation,GEO,1436.14,04-03-2010,Cape Canaveral,Delta 4
GOES-R,USA,Government,Earth Observation,GEO,1436.1,19-11-2016,Cape Canaveral,Atlas 5
GOES-S,USA,Government,Earth Observation,GEO,1436.09,01-03-2018,Cape Canaveral,Atlas 5
Göktürk 1,Turkey,Military,Earth Observation,LEO,98.42,05-12-2016,Guiana Space Center,Vega
Göktürk 2,Turkey,Military,Earth Observation,LEO,98.35,18-12-2012,Jiuquan Satellite Launch Center,Long March 2D
GomX-4A,Denmark,Military,Earth Observation,LEO,94.5,02-02-2018,Jiuquan Satellite Launch Center,Long March 2D
GomX-4B,Denmark,Government,Technology Development,LEO,94.5,02-02-2018,Jiuquan Satellite Launch Center,Long March 2D
Gonets M-11,Russia,Commercial,Communications,LEO,116,31-03-2015,Plesetsk Cosmodrome,Rokot
Gonets M-12,Russia,Commercial,Communications,LEO,116,31-03-2015,Plesetsk Cosmodrome,Rokot
Gonets M-13,Russia,Commercial,Communications,LEO,116,31-03-2015,Plesetsk Cosmodrome,Rokot
Gonets M-14,Russia,Commercial,Communications,LEO,115.86,11-09-2013,Plesetsk Cosmodrome,Rokot
Gonets M-16,Russia,Commercial,Communications,LEO,116,11-09-2013,Plesetsk Cosmodrome,Rokot
Gonets M-17,Russia,Commercial,Communications,LEO,116.02,11-09-2013,Plesetsk Cosmodrome,Rokot
Gonets M-18,Russia,Commercial,Communications,LEO,115.87,03-07-2014,Plesetsk Cosmodrome,Rokot
Gonets M-19,Russia,Commercial,Communications,LEO,115.89,03-07-2014,Plesetsk Cosmodrome,Rokot
Gonets M-20,Russia,Commercial,Communications,LEO,115.84,03-07-2014,Plesetsk Cosmodrome,Rokot
Gonets-M-24,Russia,Commercial,Communications,LEO,116.01,26-12-2019,Plesetsk Cosmodrome,Rokot
Gonets M-25,Russia,Commercial,Communications,LEO,116.01,26-12-2019,Plesetsk Cosmodrome,Rokot
Gonets M-26,Russia,Commercial,Communications,LEO,116.01,26-12-2019,Plesetsk Cosmodrome,Rokot
Gonets M-27,Russia,Commercial,Communications,LEO,116.01,28-09-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Gonets M-28,Russia,Commercial,Communications,LEO,116.01,28-09-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Gonets M-29,Russia,Commercial,Communications,LEO,116.01,28-09-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Gonets M-30,Russia,Commercial,Communications,LEO,115.9,03-12-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Gonets M-31,Russia,Commercial,Communications,LEO,115.9,03-12-2020,Plesetsk Cosmodrome,Soyuz 2.1b
Gonets M-32,Russia,Commercial,Communications,LEO,115.9,03-12-2020,Plesetsk Cosmodrome,Soyuz 2.1b
GOSAT-2,Japan,Government,Earth Observation,LEO,96.5,29-10-2018,Tanegashima Space Center,H2A
GovSat-1,Luxembourg,Government/Military,Communications,GEO,1436.1,31-01-2018,Cape Canaveral,Falcon 9
GPM Core Observatory,USA/Japan,Government,Earth Observation,LEO,92.57,27-02-2014,Tanegashima Space Center,H2A
Grace Follow-on-1,USA/Germany,Government,Earth Observation,LEO,94.5,22-05-2018,Vandenberg AFB,Falcon 9
Grace Follow-on-2,USA/Germany,Government,Earth Observation,LEO,94.5,22-05-2018,Vandenberg AFB,Falcon 9
Ibuki,Japan,Government,Earth Observation,LEO,98.1,23-01-2009,Tanegashima Space Center,H2A
GRIFEX,USA,Government/Civil,Technology Development,LEO,95.5,31-01-2015,Vandenberg AFB,Delta 2
GRUS-1,Japan,Commercial,Earth Observation,LEO,96.2,27-12-2018,Vostochny Cosmodrome,Soyuz 2.1a
GSAT-10,India,Government,Communications,GEO,1436.07,28-09-2012,Guiana Space Center,Ariane 5
GSAT-11,India,Government,Communications,GEO,1436.09,04-12-2018,Guiana Space Center,Ariane 5
GSAT-12,India,Government,Communications,GEO,1436.1,15-07-2011,Satish Dhawan Space Centre,PSLV C17
GSAT-14,India,Government,Communications,GEO,1436.1,05-01-2014,Satish Dhawan Space Centre,GSLV
GSAT-15,India,Government,Communications,GEO,1436.1,10-01-2015,Guiana Space Center,Ariane 5
GSAT-16,India,Government,Communications,GEO,1436.1,06-12-2014,Guiana Space Center,Ariane 5 ECA
GSAT-17,India,Government,Communications,GEO,1436.1,28-06-2017,Guiana Space Center,Ariane 5
GSAT-18,India,Government,Communications,GEO,1436.1,05-10-2016,Guiana Space Center,Ariane 5
GSAT-19E,India,Government,Communications,GEO,1436.1,03-06-2017,Satish Dhawan Space Centre,GSLV MK.3
GSAT-29,India,Government,Communications,GEO,1436.1,14-11-2018,Satish Dhawan Space Centre,GSLV MK.3
GSAT-30,India,Government,Communications,GEO,1437.7,16-01-2020,Guiana Space Center,Ariane 5
GSAT-31,India,Government,Communications,GEO,1436.1,05-02-2019,Guiana Space Center,Ariane 5
GSAT-6,India,Government/Commercial,Communications,GEO,1436.1,27-08-2015,Satish Dhawan Space Centre,GSLV
GSAT-7,India,Military,Communications,GEO,1436,29-08-2013,Guiana Space Center,Ariane 5 ECA
GSAT-7A,India,Military,Communications,GEO,1436.11,19-12-2018,Satish Dhawan Space Centre,GSLV Mk.2
GSAT-8,India,Government,Communications/Navigation,GEO,1436.23,20-05-2011,Guiana Space Center,Ariane 5
G-Satellite,Japan,Civil,Communications,LEO,92.9,28-04-2020,International Space Station,J-SSOD Deployer
USA 253,USA,Military,Space Observation,GEO,1434.9,28-07-2014,Cape Canaveral,Delta 4M
USA 254,USA,Military,Space Observation,GEO,1435.6,28-07-2014,Cape Canaveral,Delta 4M
USA 270,USA,Military,Space Observation,GEO,1436.02,19-08-2016,Cape Canaveral,Delta 4M+
USA 271,USA,Military,Space Observation,GEO,1438.54,19-08-2016,Cape Canaveral,Delta 4M+
Haiyang 1C,China,Government,Earth Observation,LEO,100.4,07-09-2018,Taiyuan Launch Center,Long March 2C
Haiyang 1D,China,Government,Earth Observation,LEO,100.4,10-06-2020,Taiyuan Launch Center,Long March 2C
Haiyang 2A,China,Government,Earth Observation,LEO,104.4,15-08-2011,Taiyuan Launch Center,Long March 4B
Haiyang 2B,China,Government,Earth Observation,LEO,104.1,24-10-2018,Taiyuan Launch Center,Long March 4B
Haiyang 2C,China,Government,Earth Observation,LEO,104,21-09-2020,Jiuquan Satellite Launch Center,Long March 4B
HaloSat,USA,Government,Space Science,LEO,92.6,13-07-2018,International Space Station,Nanorack Deployer
Hawk-A,USA,Commercial,Surveillance,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Hawk-B,USA,Commercial,Surveillance,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Hawk-C,USA,Commercial,Surveillance,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
HEAD-1,China,Commercial,Earth Observation,LEO,100.9,14-11-2017,Taiyuan Launch Center,Long March 4C
HEAD-2A,China,Commercial,Earth Observation,LEO,94.6,07-12-2019,Taiyuan Launch Center,Kuaizhou 1A
HEAD-2B,China,Commercial,Earth Observation,LEO,94.6,07-12-2019,Taiyuan Launch Center,Kuaizhou 1A
HEAD-4,China,Commercial,Earth Observation,LEO,94.5,31-05-2020,Jiuquan Satellite Launch Center,Long March 2D
HEAD-5,China,Commercial,Earth Observation,LEO,94.5,17-06-2020,Jiuquan Satellite Launch Center,Long March 2D
Helios 2A,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,LEO,98,18-12-2004,Guiana Space Center,Ariane 5G
Helios 2B,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,LEO,98.37,18-12-2009,Guiana Space Center,Ariane 5
HellasSat 2,Greece,Commercial,Communications,GEO,1436.08,12-05-2003,Cape Canaveral,Atlas 5
HellasSat 3,Greece/United Kingdom,Commercial,Communications,GEO,1436.1,28-06-2017,Guiana Space Center,Ariane 5
Hellas-Sat 4,Greece,Commercial/Government,Communications,GEO,1436.1,05-02-2019,Guiana Space Center,Ariane 5
RHESSI (Reuven Ramaty High Energy Solar Spectroscopic Imager),USA,Government/Civil,Space Science,LEO,95.5,05-02-2002,Cape Canaveral,Pegasus
Hiber-1,Netherlands,Commercial,Technology Development,LEO,95,29-11-2018,Satish Dhawan Space Centre,PSLV
Hiber-2,Netherlands,Commercial,Technology Development,LEO,96.3,03-12-2018,Vandenberg AFB,Falcon 9
Himawari 8,Japan,Government,Earth Observation,GEO,1436.06,07-10-2014,Tanegashima Space Center,H2A
Himawari 9,Japan,Government,Earth Observation,GEO,1436.1,02-11-2016,Tanegashima Space Center,H2A
Hinode,Multinational,Government,Space Science,LEO,98.4,22-10-2006,Uchinoura Space Center,JAXA M-V
Hisaki,Japan,Government,Space Science,Elliptical,106.27,14-09-2013,Uchinoura Space Center,Epsilon
